id,x,z
37,0.4903525066721328,0.36157039273530245
46,-0.39726856966198265,0.17178607918322086
55,-0.09528315831539569,0.7966892553959042
59,0.5459199547925135,0.7988085558172315
99,2.702297851716296,0.167487547500059
139,0.36763420427645066,0.734767344314605
176,2.1624717666936744,0.2698387468699366
205,1.7769588771501468,0.20163353066891432
235,1.2823646219813618,0.24245992861688137
239,0.6051045043857342,0.25990671408362687
250,-1.0764159708417615,0.6483557540923357
274,1.6492924352019576,0.15368401678279042
281,2.3565325539641915,0.969218454323709
311,-1.19214256682748,0.46286590839736164
315,0.2683842675118536,0.5696262633427978
316,1.334937760916616,0.19954392174258828
328,2.699508162679821,0.8703506230376661
346,0.2024819466679897,0.8196464371867478
365,0.5283640350487271,0.1230505513958633
368,0.2767695066625204,0.6155364597216249
401,0.6496226982024216,0.47257035970687866
408,2.0106186082845805,0.3555671703070402
437,2.59608023562957,0.36170951020903885
449,-1.000268976080676,0.7087197930086404
456,-0.6756470244232173,0.14992379769682884
478,1.8852191115839352,0.19608132843859494
485,0.409091222653427,0.9114113966934383
487,0.5430312339911033,0.9862379680853337
497,0.1846095785993267,0.09704245394095778
504,2.3717326180282585,0.7834689009469002
524,0.8771328709841671,0.7925668810494244
527,1.003701876718088,0.8976581378374249
537,0.6401408336249251,0.2490540819708258
540,-1.308698451382217,0.1456741055008024
571,1.5942465268140604,0.6084172644186765
630,-0.6003131137321926,0.18908355431631207
669,0.17258126351561798,0.4163337831851095
672,0.6064295823819894,0.7146979840472341
693,0.9021419501546426,0.6080992345232517
699,1.2353153544219062,0.0038361218757927418
732,1.2902549309411104,0.888623752631247
766,0.054408516805529494,0.36299238284118474
770,-2.11670311172363,0.8300964366644621
786,0.18833261072152563,0.3170007804874331
790,0.558121888600648,0.7116015641950071
796,1.3596882729151518,0.38447326561436057
805,-0.7017536629248027,0.4790336391888559
815,0.5478220627669923,0.6815524459816515
833,0.6155682937601266,0.1563230506144464
843,3.121857987295288,0.020452365512028337
889,1.104441346493803,0.44928297703154385
913,0.09275038097155552,0.431701157707721
914,1.478910629101371,0.12529258895665407
924,0.7734870261894743,0.25108438613824546
926,1.2977152587762226,0.1970419951248914
940,0.04344243001441905,0.26891877921298146
946,0.671451447136572,0.9341613757424057
957,1.9579843673122301,0.06376913515850902
961,2.1130235648304967,0.7795250324998051
962,2.379112190782325,0.39493779954500496
982,1.7792450577689007,0.7494463729672134
985,1.1685905190040997,0.18364456575363874
1003,0.6213195039351033,0.37850548001006246
1012,-1.5274778764840948,0.4950635158456862
1022,1.8177263595112607,0.6775079877115786
1026,0.7278110104971055,0.561022623674944
1034,-0.07781417797853218,0.19918417441658676
1125,0.024718993261294342,0.014434025855734944
1136,1.8409745452106563,0.7393041362520307
1144,0.47746395301950684,0.1362240936141461
1148,1.0027710388378575,0.5150786878075451
1151,1.6938316261839665,0.3257501272018999
1164,-0.2513550585110027,0.119346336228773
1166,1.3579992845478954,0.8846867233514786
1184,-0.6201743519296457,0.7019213167950511
1190,0.6396543493604716,0.6987111323978752
1202,-0.6069603939017263,0.226171096554026
1209,1.5557037544160557,0.39846463897265494
1236,0.6316540628264666,0.8949416817631572
1249,0.5608648655405724,0.34066874417476356
1250,-0.16638406612575207,0.3010451265145093
1269,1.7927570231838832,0.022451226133853197
1277,1.7037805575736171,0.826414608862251
1289,0.4048465159753265,0.07702960912138224
1296,2.207643021277374,0.20275400183163583
1301,2.1946525406487907,0.31173393153585494
1303,1.0676699861602965,0.6708646935876459
1306,1.8545041734772258,0.8370335944928229
1322,2.740662565972325,0.4286101220641285
1364,2.274759063348916,0.4076649253256619
1389,1.8035811321965152,0.8328519260976464
1396,-0.5945198414917494,0.1791601199656725
1424,0.6448899068513063,0.2492713218089193
1433,1.323180992109514,0.30900643742643297
1439,-0.2863934012790197,0.28298461344093084
1444,-0.7079057886007565,0.1130097999703139
1454,1.808715537092196,0.4395570589695126
1490,0.4218159439659259,0.30706667015329003
1524,2.0022621534229232,0.8869628149550408
1525,0.955900185048968,0.2141446932218969
1573,1.1872169305103946,0.926832816330716
1588,-1.0255723619135826,0.5612526591867208
1620,0.7845798010908778,0.8896919919643551
1625,0.04602199133777962,0.9114824342541397
1630,2.3689596396936827,0.6537354765459895
1679,1.135063852240935,0.7410968858748674
1725,0.28702579378341164,0.6599506235215813
1760,0.5773108097813622,0.7034727700520307
1761,0.06266020312053922,0.8692638562060893
1830,0.06430609592649272,0.6458151615224779
1832,0.32004119726391034,0.7289055520668626
1838,1.1105736735665337,0.8813234323170036
1849,1.6496919063728575,0.5928837978281081
1869,0.9316675934870113,0.4316324391402304
1904,0.48490892836645894,0.6101981059182435
2012,1.0287044529092197,0.7983319393824786
2023,0.09790378606870953,0.7040411462076008
2026,0.24677405745671865,0.4422646681778133
2058,0.7879132792309954,0.4925274990964681
2096,1.5997350099335064,0.3938460713252425
2115,1.4912958510496148,0.10996441473253071
2116,1.2722158454976826,0.19988383422605693
2156,1.8855556733237742,0.648926917463541
2189,0.5966102963724971,0.43146312329918146
2199,1.4162304168222126,0.8130764837842435
2218,-0.10325205836802742,0.716670997440815
2233,0.36645101327747986,0.5327732863370329
2238,1.718311550004868,0.9441439846996218
2255,0.36793858000609936,0.35499255592003465
2258,1.295762192649775,0.9402253427542746
2271,0.4928486009327707,0.8496794488746673
2301,2.0691971149918933,0.5383198901545256
2302,-0.6029407149854586,0.9556809908244759
2308,0.9781760975902095,0.12248941301368177
2313,1.4279030618314272,0.36248370655812323
2318,2.5916557755293383,0.6257677448447794
2322,0.8040359176056027,0.20975624420680106
2335,1.164868162717612,0.511451279046014
2361,0.49198838689683033,0.1963868886232376
2391,1.1975596130927848,0.017599731218069792
2414,0.37836954648593224,0.9847694947384298
2415,-0.5837050169098168,0.5080640495289117
2436,1.4254345297531879,0.971279792720452
2527,1.1404788921085722,0.5430488898418844
2532,3.2744612338901034,0.1516859200783074
2542,-1.8522349094406976,0.13997062132693827
2544,2.034823313819564,0.12515389313921332
2552,1.5960819381874054,0.06601557368412614
2560,2.199043545267421,0.1219446025788784
2576,0.6844509644243963,0.3913317332044244
2578,3.690285180149044,0.19685555365867913
2592,0.7887072575620107,0.06744241272099316
2598,0.8912148284965367,0.2369620546232909
2606,1.4237199319413996,0.6978663096670061
2608,1.6503732928482182,0.07793684722855687
2638,2.671792562863056,0.3664220164064318
2677,0.9568364171257078,0.9996638656593859
2708,-0.698928394228415,0.21538877696730196
2714,1.952648247056096,0.5493265413679183
2742,1.4886196861345757,0.16900877468287945
2743,1.9365520747478424,0.2504243270959705
2755,1.6845508789393289,0.8442534578498453
2765,-0.06533561907886254,0.6987804288510233
2773,0.5356042648411978,0.808163546724245
2777,1.7550185443905297,0.08316146139986813
2808,0.720320585886167,0.11606119479984045
2812,1.9310893574516346,0.7263012763578445
2840,1.781567721465888,0.8951309521216899
2861,1.780760144789633,0.7434472409076989
2883,-0.11638845467300762,0.19393209391273558
2889,0.2592123499252543,0.74274214473553
2894,0.6655217556308535,0.8895555173512548
2905,0.5176999390428777,0.45592094445601106
2925,-0.3034327150737839,0.8381043984554708
2939,1.503145058570491,0.9385051436256617
2952,0.03618977598110629,0.00122804194688797
2961,-0.008735325442805086,0.6501173700671643
2968,-0.22200695805672255,0.33177914284169674
2998,0.7600768892598446,0.08274006727151573
3010,0.8297830213930977,0.5929308412596583
3087,1.1207336553866236,0.09101108205504715
3095,1.0808790645375908,0.9946391654666513
3115,0.8619740874495512,0.6290743260178715
3152,0.08710268031083257,0.8004675623960793
3196,0.5957341660074715,0.8162586078979075
3214,0.7112482461317584,0.32738422881811857
3226,1.2015672419085026,0.3512806573417038
3231,0.9184788352749735,0.8350766513030976
3240,-0.39192075326435716,0.5948118227533996
3328,1.7712540428944035,0.2256613876670599
3334,1.3943906633598784,0.21209389041177928
3335,0.4392900396639535,0.497460545739159
3354,0.7804454136435782,0.9690508753992617
3380,1.3148162402991632,0.37256782641634345
3402,0.8604530888613026,0.8561378002632409
3406,0.4332318787433336,0.8034215192310512
3409,0.3615555502669796,0.7195740165188909
3418,1.8780446464416425,0.8679533021058887
3445,1.5469503311026642,0.49877332034520805
3446,-0.3997300986823791,0.6684607299976051
3504,0.1010900709373952,0.833465384086594
3508,0.573568033609409,0.49484846694394946
3518,2.0931601297301965,0.14720513322390616
3558,1.8652285579013717,0.32013189559802413
3574,2.3306204570757965,0.6986468303948641
3589,1.4489702235030233,0.1738751579541713
3631,2.2482870854432644,0.2435466607566923
3643,0.5744027016768616,0.11187410261482
3652,0.16769037461896918,0.14150995016098022
3665,0.899408560817588,0.493692611111328
3666,1.3793495118125738,0.010923465946689248
3735,-0.10136095310864168,0.44550257967785
3754,0.047779690366519745,0.6886325010564178
3757,1.8084020026050216,0.6947383361402899
3782,1.3599606486556313,0.29753781598992646
3798,1.742622863228494,0.8446507165208459
3830,0.33112775653603876,0.37250645365566015
3841,1.9612154015050893,0.8128471623640507
3862,1.9692867887232195,0.5685731980483979
3873,1.6550853472100076,0.1719274299684912
3884,1.0796878173680453,0.48496458935551345
3887,1.4369324120354845,0.07540957070887089
3908,2.8018633609983943,0.13040852406993508
3959,2.409333842671421,0.16387409600429237
3969,1.1513380355938976,0.14168753335252404
3976,2.379901230033228,0.7238894016481936
4002,0.34386003870142,0.5601831481326371
4040,0.40308959238231457,0.5320340299513191
4045,0.558841673413103,0.4091018370818347
4091,1.9011281694705018,0.6805023851338774
4101,2.582673071847193,0.08631011843681335
4108,1.466139941182106,0.38268826389685273
4113,-0.7356671128857224,0.8709505216684192
4124,0.5562671193616526,0.3710383742582053
4183,1.4057797521599156,0.022347705671563745
4203,2.975229277796303,0.274826138978824
4209,1.0531624935395079,0.7861321654636413
4248,1.7424149717677615,0.34322812547907233
4266,0.7480304282813591,0.8230946178082377
4322,0.2960402472771243,0.41351182316429913
4328,1.4283267132003286,0.44886727817356586
4347,1.7052893164206822,0.2962245980743319
4383,-0.512651953987701,0.8576527698896825
4384,1.4834930126805352,0.29363662004470825
4413,0.8576157212091038,0.8760597549844533
4422,-0.2038657309281129,0.7191996846813709
4434,1.338036930939783,0.9771247648168355
4467,0.9161698753913041,0.26521611120551825
4471,1.3258653104571243,0.26663458603434265
4481,-0.026213367509469787,0.4308268178720027
4514,0.7893850973392609,0.6238491137046367
4527,1.9496770188297798,0.6585855172015727
4568,1.2886304910171726,0.29837852506898344
4587,1.2600096134707301,0.9850349863991141
4596,1.367569431001522,0.1921414250973612
4646,-0.34281337577522364,0.44658473576419055
4649,-0.1276825596499116,0.01754134427756071
4663,1.9438614907759497,0.15554546634666622
4670,1.721903388185938,0.6122672851197422
4676,1.347410747777426,0.325157294748351
4687,0.4754203367997689,0.5613419855944812
4703,1.3924247702496424,0.5064561790786684
4725,1.75715809052821,0.029322202317416668
4779,2.1939430956054675,0.9846481916029006
4785,1.1624324742561274,0.3302897405810654
4794,3.3477736565540694,0.9447498351801187
4808,1.7643922087864514,0.917772718006745
4811,1.9891227881958375,0.27635875483974814
4838,-0.26607725760116696,0.8577303732745349
4851,1.3798695874244575,0.1767220941837877
4866,2.0996289618422894,0.35676786908879876
4875,2.9711571303826556,0.8002183220814914
4878,2.0496206599627325,0.05269244569353759
4888,0.6677641320279183,0.2933436702005565
4916,-0.11068381928024973,0.875357229495421
4924,0.7094854373788908,0.13707040715962648
4986,3.657639540788746,0.0493768285959959
4987,1.7410962486136312,0.2371024985332042
5028,1.4642461987720221,0.9444526708684862
5053,1.3273844566485322,0.07396908011287451
5071,0.05248194851900645,0.1717998159583658
5078,1.3101013421082566,0.5274682382587343
5086,2.8624995618835696,0.38650693162344396
5107,0.16525018634643152,0.24935220973566175
5167,1.6983036333648331,0.5139353866688907
5177,1.2291061067356126,0.894062306266278
5181,0.03508034646392211,0.7308944140095264
5208,2.583236746084599,0.3379093580879271
5238,-0.5268835389837041,0.534796561812982
5263,1.2341208131744739,0.4840722531080246
5281,0.572524342971499,0.3668781793676317
5282,0.6701027940033357,0.8106306563131511
5294,1.5747667094187392,0.9183669404592365
